Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid627,Due Date,Movie,2021-05-01,R,"Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
tid628,Fun with Dick & Jane,Movie,2021-05-01,PG-13,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living."
tid629,Green Zone,Movie,2021-05-01,R,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
tid630,Hachi: A Dog's Tale,Movie,2021-05-01,G,"When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
tid631,JT LeRoy,Movie,2021-05-01,R,"In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law."
tid632,Madagascar 3: Europe's Most Wanted,Movie,2021-05-01,PG,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
tid633,Motu Patlu in Dragon's World,Movie,2021-05-01,TV-Y7,"A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor."
tid634,Motu Patlu in the Game of Zones,Movie,2021-05-01,TV-Y7,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
tid635,Motu Patlu in Wonderland,Movie,2021-05-01,TV-Y7,"When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure."
tid636,Motu Patlu: Deep Sea Adventure,Movie,2021-05-01,TV-Y7,Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!
tid637,Motu Patlu: Mission Moon,Movie,2021-05-01,TV-Y7,An otherworldly enemy has been turning the moon’s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?
tid638,Mystic River,Movie,2021-05-01,R,"Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation."
tid639,Never Back Down,Movie,2021-05-01,PG-13,"When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club."
tid640,S.M.A.R.T Chase,Movie,2021-05-01,TV-MA,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.
tid641,Sitting in Limbo,Movie,2021-05-01,TV-MA,"After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events."
tid642,Stargate,Movie,2021-05-01,PG-13,An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
tid643,State of Play,Movie,2021-05-01,PG-13,A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.
tid644,Swiped,Movie,2021-05-01,TV-14,"When two college roommates develop a discreet hookup app, casual affairs – and complications – soon run rampant on campus."
tid645,The Darkest Hour,Movie,2021-05-01,PG-13,Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.
tid646,The Lovely Bones,Movie,2021-05-01,PG-13,"In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight."
tid647,The Sweetest Thing,Movie,2021-05-01,R,"After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him."
tid648,The Whole Nine Yards,Movie,2021-05-01,R,An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.
tid649,The Whole Truth,Movie,2021-05-01,R,"Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim."
tid650,The Yeti Adventures,Movie,2021-05-01,TV-PG,An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.
tid651,Under Siege,Movie,2021-05-01,R,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.
tid652,Zack and Miri Make a Porno,Movie,2021-05-01,R,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
tid653,Seven,Movie,2021-04-30,TV-14,"After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance."
tid654,The Disciple,Movie,2021-04-30,TV-MA,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."
tid655,The Innocent,TV Show,2021-04-30,TV-MA,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare."
tid656,The Mitchells vs. The Machines,Movie,2021-04-30,PG,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.
tid657,The Strangers: Prey at Night,Movie,2021-04-30,R,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.
tid658,Things Heard & Seen,Movie,2021-04-29,TV-MA,A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.
tid659,Get the Grift,Movie,2021-04-28,TV-MA,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together."
tid660,August: Osage County,Movie,2021-04-27,R,"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother."
tid661,Battle: Los Angeles,Movie,2021-04-27,PG-13,"Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens."
tid662,Between Worlds,Movie,2021-04-27,R,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone."
tid663,One,Movie,2021-04-27,TV-PG,A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.
tid664,Ram Prasad Ki Tehrvi,Movie,2021-04-24,TV-14,"Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow."
tid665,Among Family,Movie,2021-04-23,TV-14,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter."
tid666,Dedemin Fisi,Movie,2021-04-23,TV-14,"When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money."
tid667,Deliha,Movie,2021-04-23,TV-MA,"Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood."
tid668,Düğün Dernek,Movie,2021-04-23,TV-MA,"On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding."
tid669,Dügün Dernek 2: Sünnet,Movie,2021-04-23,TV-MA,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.
tid670,G.O.R.A,Movie,2021-04-23,TV-MA,"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom."
tid671,Hayat Öpücügü,Movie,2021-04-23,TV-14,"High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do."
tid672,Heroes: Silence and Rock & Roll,Movie,2021-04-23,TV-MA,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound."
tid673,Kara Bela,Movie,2021-04-23,TV-MA,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.
tid674,Kocan Kadar Konus,Movie,2021-04-23,TV-MA,A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.
tid675,Kocan Kadar Konus 2: Dirilis,Movie,2021-04-23,TV-14,"Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance."
tid676,Legal Hash,Movie,2021-04-23,TV-MA,"After a failed heist leads to a stint behind bars, a group of men reenters society with a risky business plan that soon reveals their true colors."
tid677,Let's Fight Ghost,TV Show,2021-04-23,TV-14,"A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead."
tid678,My Travel Buddy,Movie,2021-04-23,TV-MA,"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy."
tid679,Niyazi Gül Dörtnala,Movie,2021-04-23,TV-MA,"Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme."
tid680,One Like It,Movie,2021-04-23,TV-G,This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.
tid681,Perfume Imaginary Museum “Time Warp”,Movie,2021-04-23,TV-G,"This visually stunning special performance was the highlight of Perfume’s ""P.O.P"" Festival — the J-pop trio’s 20th anniversary online celebration."
tid682,This Lady Called Life,Movie,2021-04-23,TV-14,"Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef."
tid683,Vizontele,Movie,2021-04-23,TV-MA,"In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers."
tid684,HOMUNCULUS,Movie,2021-04-22,TV-MA,Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.
tid685,Stowaway,Movie,2021-04-22,TV-MA,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.
tid686,Wild Dog,Movie,2021-04-22,TV-MA,A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.
tid687,Oloibiri,Movie,2021-04-21,TV-14,"After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community."
tid688,Tell Me When,Movie,2021-04-21,TV-MA,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.
tid689,Motu Patlu Dino Invasion,Movie,2021-04-20,TV-Y7,"A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!"
tid690,Motu Patlu in Octupus World,Movie,2021-04-20,TV-Y,"While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen."
tid691,Motu Patlu VS Robo Kids,Movie,2021-04-20,TV-Y,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!"
tid692,Rudra: Secret of the Black Moon,Movie,2021-04-20,TV-Y7,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?"
tid693,Miss Sloane,Movie,2021-04-19,R,A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.
tid694,American Me,Movie,2021-04-17,R,Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.
tid695,Delhi Belly,Movie,2021-04-17,TV-MA,"Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them."
tid696,Dhobi Ghat (Mumbai Diaries),Movie,2021-04-17,TV-MA,"In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships."
tid697,Jaane Tu... Ya Jaane Na,Movie,2021-04-17,TV-14,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
tid698,Lagaan,Movie,2021-04-17,PG,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match."
tid699,Madness in the Desert,Movie,2021-04-17,TV-14,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal."
tid700,Peepli Live,Movie,2021-04-17,TV-MA,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.
tid701,Taare Zameen Par,Movie,2021-04-17,PG,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity."
tid702,Ajeeb Daastaans,Movie,2021-04-16,TV-MA,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.
tid703,Arlo the Alligator Boy,Movie,2021-04-16,TV-Y7,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure."
tid704,Barbie & Chelsea: The Lost Birthday,Movie,2021-04-16,TV-Y,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back."
tid705,Crimson Peak,Movie,2021-04-16,R,"After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets."
tid706,Doctor Bello,Movie,2021-04-16,TV-MA,A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.
tid707,Four Sisters Before the Wedding,Movie,2021-04-16,TV-MA,"When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary."
tid708,Into the Beat,Movie,2021-04-16,TV-14,A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?
tid709,Rush,Movie,2021-04-16,R,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all."
tid710,Synchronic,Movie,2021-04-16,R,Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.
tid711,The Zookeeper's Wife,Movie,2021-04-16,PG-13,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich."
tid712,Time Trap,Movie,2021-04-16,TV-14,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface."
tid713,Tuesdays & Fridays,Movie,2021-04-16,TV-14,"To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?"
tid714,Dark City Beneath the Beat,Movie,2021-04-15,TV-MA,"In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard."
tid715,GANTZ:O,Movie,2021-04-15,TV-MA,Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.
tid716,Garth Brooks: The Road I’m On,TV Show,2021-04-15,TV-PG,"Revealing interviews and archive footage tell the story of Garth Brooks' humble beginnings, rise to fame and unprecedented impact on country music."
tid717,Only Mine,Movie,2021-04-15,TV-14,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways."
tid718,Ride or Die,Movie,2021-04-15,TV-MA,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire."
tid719,The Master,Movie,2021-04-15,R,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion."""
tid720,Time Is Illmatic,Movie,2021-04-15,TV-MA,"Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots."
tid721,Wave of Cinema: One Day We'll Talk About Today,Movie,2021-04-15,TV-14,"Delve into a musical concert and relive moments from ""One Day We'll Talk About Today,"" a film about family and intergenerational trauma."
tid722,Zoot Suit,Movie,2021-04-15,R,"In this drama based on a 1940s trial, the members of a Mexican American gang are sentenced to San Quentin for a murder they may not have committed."
tid723,The Soul,Movie,2021-04-14,TV-MA,"While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma."
tid724,The Underclass,TV Show,2021-04-14,TV-MA,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity."
tid725,Uppena,Movie,2021-04-14,TV-14,"The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl’s doggedly old-fashioned father."
tid726,Why Did You Kill Me?,Movie,2021-04-14,TV-MA,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.
tid727,Motu Patlu in Hong Kong: Kung Fu Kings 3,Movie,2021-04-13,TV-Y7,"With a dangerous villain to defeat in Hong Kong, Motu takes his martial arts skills to the next level, training with a boneless master to face the foe."
tid728,Motu Patlu in the City of Gold,Movie,2021-04-13,TV-Y7,"Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!"
tid729,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Movie,2021-04-13,TV-Y7,"While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers."
tid730,Motu Patlu the Superheroes – Super Villains from Mars,Movie,2021-04-13,TV-Y7,"Friends Motu and Patlu must save the world from three space thieves, but the job gets much harder when a cosmic collision gives the enemies superpowers!"
tid731,My Love: Six Stories of True Love,TV Show,2021-04-13,TV-PG,Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year.
tid732,Shiva VS Autobots,Movie,2021-04-13,TV-Y7,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!"
tid733,Shiva: Journey to Plunotaria,Movie,2021-04-13,TV-Y7,Young superhero Shiva must use his powers to thwart a scheming scientist’s plans to blast Earth with explosive pellets from planet Plunotaria.
tid734,Shiva: The Secret World Of Vedas City,Movie,2021-04-13,TV-Y,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens."
tid735,New Gods: Nezha Reborn,Movie,2021-04-12,TV-14,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones."
tid736,The Stand-In,Movie,2021-04-10,R,"Her career in shambles, a reclusive movie star hires her stand-in to go to rehab for her, not expecting how much the look-alike will relish the role."
tid737,Night in Paradise,Movie,2021-04-09,TV-MA,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons."
tid738,Ojukokoro: Greed,Movie,2021-04-09,TV-MA,"Down and out of luck, the manager of a shady gas station gets in over his head when he tries to steal from his grubby employers."
tid739,Roohi,Movie,2021-04-09,TV-14,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her."
tid740,Thunder Force,Movie,2021-04-09,PG-13,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.
tid741,Two Distant Strangers,Movie,2021-04-09,TV-MA,"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop."
tid742,Story of Kale: When Someone's in Love,Movie,2021-04-08,TV-PG,"After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities."
tid743,The Last Kids on Earth: Happy Apocalypse to You,Movie,2021-04-06,TV-Y7,"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!"
tid744,Coded Bias,Movie,2021-04-05,TV-MA,This documentary investigates the bias in algorithms after M.I.T. Media Lab researcher Joy Buolamwini uncovered flaws in facial recognition technology.
tid745,Mandela,Movie,2021-04-05,TV-14,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote."
tid746,The Fisherman's Diary,Movie,2021-04-04,TV-MA,"Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education"
tid747,What Lies Below,Movie,2021-04-04,TV-MA,"Back home at her lake house, a teenager begins to suspect that a sinister force lurks beneath the surface of her mother's too-perfect new lover."
tid748,Escape from Planet Earth,Movie,2021-04-03,PG,"This all-ages animated comedy follows the adventures of astronaut Scorch Supernova, a hero of the blue aliens who has a vast appetite for adventure."
tid749,Accepted,Movie,2021-04-02,PG-13,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts."
tid750,Air Strike,Movie,2021-04-02,R,The residents of Chongqing try to survive Japanese air raids as a U.S. military advisor trains a squadron of Chinese pilots desperate to fight back.
tid751,An American Girl: McKenna Shoots for the Stars,Movie,2021-04-02,TV-Y,"A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back."
tid752,Concrete Cowboy,Movie,2021-04-02,R,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys."
tid753,Cross: Rise of the Villains,Movie,2021-04-02,R,"Armed with a mighty ancient amulet, a team of weapons experts joins forces to defend Los Angeles from supervillains with explosive powers of their own."
tid754,God Calling,Movie,2021-04-02,TV-MA,"The loss of a child plunges Sade into a suicidal depression, but her suffering leads to faith – with a little assist from modern technology."
tid755,Irul,Movie,2021-04-02,TV-MA,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them."
tid756,Just Say Yes,Movie,2021-04-02,TV-MA,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.
tid757,Madame Claude,Movie,2021-04-02,TV-MA,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything."
tid758,Wild Child,Movie,2021-04-02,PG-13,"Accustomed to getting her way, a wealthy teenage girl from Los Angeles is sent to a strict boarding school in England to clean up her act."
tid759,Woody Woodpecker,Movie,2021-04-02,PG,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.
tid760,2012,Movie,2021-04-01,PG-13,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos."
tid761,3 Idiots,Movie,2021-04-01,PG-13,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
tid762,Ferrari Ki Sawaari,Movie,2021-04-01,TV-PG,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.
tid763,Ibrahim a Fate to Define,Movie,2021-04-01,TV-PG,"Raised in a quiet home, Lina searches for answers while investigating the mystery behind her father's disappearance in this documentary."
tid764,Insidious,Movie,2021-04-01,PG-13,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house."
tid765,Into the Grizzly Maze,Movie,2021-04-01,R,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.
tid766,Kingsglaive: Final Fantasy XV,Movie,2021-04-01,PG-13,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.
tid767,Legally Blonde,Movie,2021-04-01,PG-13,"When dazzling L.A. sorority girl Elle Woods gets dumped by her snobby boyfriend, she decides to win him back by following him to Harvard Law School."
tid768,Madam Chief Minister,Movie,2021-04-01,TV-14,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk."
tid769,Maximum Risk,Movie,2021-04-01,R,"After discovering he's a twin when a look-alike turns up dead, a French cop assumes his brother's identity to uncover the truth and seek vengeance."
tid770,My Fair Lady,Movie,2021-04-01,G,"When a Cockney flower girl takes elocution lessons from an aloof professor, he decides to introduce her to high society, transforming both their lives."
tid771,S.W.A.T.: Under Siege,Movie,2021-04-01,R,"When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him."
tid772,Seven Souls in the Skull Castle: Season Bird,Movie,2021-04-01,TV-14,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Bird” version of the dynamic show performed in a 360º theater."
tid773,Seven Souls in the Skull Castle: Season Flower,Movie,2021-04-01,TV-14,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Flower” version of the bold show performed in a 360º theater."
tid774,Seven Souls in the Skull Castle: Season Wind,Movie,2021-04-01,TV-14,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Wind” version of the dynamic show performed in a 360º theater."
tid775,Sniper: Ghost Shooter,Movie,2021-04-01,R,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.
tid776,Starship Troopers: Traitor of Mars,Movie,2021-04-01,R,"When a corrupt official plans to sabotage the planet Mars, it’s up to Rico and a group of fresh recruits to fend off a surprise bug attack on their own."
tid777,Takers,Movie,2021-04-01,PG-13,An elite crew of bank robbers sets up a daring heist after a former associate persuades them to target an armored car that could be their biggest score.
tid778,Tersanjung the Movie,Movie,2021-04-01,TV-14,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis."
tid779,The Knight and the Princess,Movie,2021-04-01,TV-PG,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant."
tid780,The Pianist,Movie,2021-04-01,R,Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.
tid781,The Stepfather,Movie,2021-04-01,PG-13,A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.
tid782,Universal Soldier: The Return,Movie,2021-04-01,R,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.
tid783,Wazir,Movie,2021-04-01,TV-14,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined."
tid784,White Boy,Movie,2021-04-01,TV-MA,"This true-crime documentary exposes new facts about alleged teen drug lord ""White Boy Rick"" and his lesser-known role as an FBI informant."
tid785,Yes Man,Movie,2021-04-01,PG-13,"After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year."
tid786,At Eternity's Gate,Movie,2021-03-31,PG-13,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.
tid787,Haunted: Latin America,TV Show,2021-03-31,TV-14,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series."
tid788,Not a Game,Movie,2021-03-31,TV-MA,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents."
tid789,7 Yards: The Chris Norton Story,Movie,2021-03-30,TV-PG,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side."
tid790,Octonauts & the Ring of Fire,Movie,2021-03-30,TV-Y,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
tid791,Mandela: Long Walk to Freedom,Movie,2021-03-29,PG-13,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism.
tid792,Lawless,Movie,2021-03-28,R,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes."
tid793,Marked,Movie,2021-03-28,TV-PG,"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality."
tid794,A Week Away,Movie,2021-03-26,TV-PG,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong."
tid795,Black Is Beltza,Movie,2021-03-26,TV-MA,A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds.
tid796,Croupier,Movie,2021-03-26,TV-MA,"A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist."
tid797,Keeping the Bees,Movie,2021-03-26,TV-14,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.
tid798,Ni de coña,Movie,2021-03-26,TV-MA,"Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix."
tid799,Pagglait,Movie,2021-03-26,TV-PG,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband."
tid800,Caught by a Wave,Movie,2021-03-25,TV-14,"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision."
